"x"	"y"
0	0.005
1	0
2	0.0025
3	0.0025
4	0.01
5	0.01
6	0.01
7	0.025
8	0.0275
9	0.035
10	0.0575
11	0.0525
12	0.0725
13	0.08
14	0.16
15	0.1775
16	0.2325
17	0.2625
18	0.305
19	0.445
20	0.4875
21	0.61
22	0.73
23	0.7275
24	0.995
25	1.06
26	1.2825
27	1.39
28	1.58
29	1.645
30	1.735
31	1.915
32	1.9525
33	2.115
34	2.23
35	2.165
36	2.305
37	2.3075
38	2.3525
39	2.365
40	2.3525
41	2.1175
42	2.2375
43	2.215
44	1.9675
45	1.87
46	1.7775
47	1.53
48	1.5175
49	1.3325
50	1.2125
51	1.035
52	0.95
53	0.765
54	0.675
55	0.6425
56	0.515
57	0.505
58	0.4575
59	0.39
60	0.4325
61	0.455
62	0.5125
63	0.48
64	0.49
65	0.56
66	0.6825
67	0.785
68	1
69	1.03
70	1.14
71	1.2125
72	1.4
73	1.635
74	1.6525
75	1.8375
76	1.985
77	2.0525
78	2.2325
79	2.2025
80	2.245
81	2.2775
82	2.295
83	2.2825
84	2.235
85	2.43
86	2.205
87	2.2025
88	2.1275
89	1.9325
90	1.7725
91	1.61
92	1.5
93	1.3325
94	1.25
95	1.1275
96	1.0475
97	0.825
98	0.665
99	0.58
100	0.4775
101	0.3925
102	0.345
103	0.3
104	0.2175
105	0.195
106	0.145
107	0.1275
108	0.0775
109	0.07
110	0.0525
111	0.04
112	0.045
113	0.0125
114	0.0125
115	0.0075
116	0.0025
117	0
118	0.0025
119	0.0025
120	0
121	0
122	0
123	0
124	0.005
