"x"	"y"
0	0.0059371061411096
1	0.00791614152147947
2	0.0178113184233288
3	0.0583815437209111
4	0.100930804398863
5	0.15436475966885
6	0.227589068742535
7	0.392838523003419
8	0.585794472589481
9	0.860880390460892
10	1.10727029531694
11	1.51890965443387
12	1.73462451089419
13	1.93945467276247
14	2.05324920713374
15	2.15022194077186
16	2.09085087936076
17	2.05720727789448
18	1.75639390007826
19	1.5436475966885
20	1.20919061740599
21	0.988528172494748
22	0.766876209893323
23	0.623396144816508
24	0.60162675563244
25	0.718389843074262
26	0.809425470571276
27	1.1231025783599
28	1.41995788541538
29	1.63765177725606
30	1.89294734132378
31	2.0621548663454
32	2.15813808229334
33	2.06017583096503
34	2.04434354792207
35	1.83852386836361
36	1.55156373820998
37	1.27746733802875
38	0.984570101734009
39	0.684746241607974
40	0.487832221261172
41	0.319614213929733
42	0.194934984966432
43	0.119731640512377
44	0.0544234729601713
45	0.0316645660859179
46	0.0118742122822192
47	0.0029685530705548
48	0.00692662383129453
49	0.00197903538036987
