"x"	"y"
1	1.12369647638788
2	1.3705061049125
3	1.59261242641816
4	1.77535650146293
5	1.90667728508738
6	1.97790765155836
7	1.98434642163232
8	1.9255686387391
9	1.8054536159668
10	1.63192890275637
11	1.41644706941461
12	1.17322984148441
13	0.918329470839078
14	0.6685692926799
15	0.44043339130408
16	0.248978656313532
17	0.106841033173797
18	0.0234015552381812
19	0.00416719883150482
20	0.0504074247410995
21	0.159070394249387
22	0.322984389420542
23	0.531331143972859
24	0.770359845064987
25	1.02429468212819
26	1.27637604483948
27	1.50996665153406
28	1.70964960396911
29	1.86224589720912
30	1.95768422933658
31	1.9896657038518
32	1.95607955463608
33	1.85914245577641
34	1.705252221852
35	1.5045655544124
36	1.27032770323193
37	1.01799828446282
38	0.764230951382851
39	0.525774259110749
40	0.318366265833441
41	0.155695826476864
42	0.0484991330744309
43	0.00385112985244318
44	0.0246985693886632
45	0.10966552797408
46	0.253144216095884
47	0.445665090581564
48	0.674521841132246
49	0.924610002352901
50	1.17942384317912
