"x"	"y"
1	0.006
2	0.024
3	0.06
4	0.09
5	0.158
6	0.302
7	0.378
8	0.586
9	0.726
10	0.994
11	1.2
12	1.466
13	1.742
14	2.06
15	2.158
16	2.232
17	2.478
18	2.76
19	2.828
20	2.852
21	3
22	2.88
23	2.99
24	3.072
25	2.98
26	2.95
27	2.994
28	2.83
29	2.86
30	2.686
31	2.732
32	2.71
33	2.496
34	2.372
35	2.336
36	2.118
37	2.052
38	1.878
39	1.822
40	1.674
41	1.398
42	1.308
43	1.166
44	1.084
45	1.062
46	0.99
47	0.816
48	0.808
49	0.732
50	0.626
51	0.518
52	0.476
53	0.364
54	0.378
55	0.324
56	0.288
57	0.264
58	0.236
59	0.174
60	0.15
61	0.182
62	0.134
63	0.134
64	0.114
65	0.086
66	0.056
67	0.076
68	0.042
69	0.054
70	0.046
71	0.03
72	0.028
73	0.034
74	0.028
75	0.02
76	0.024
77	0.014
78	0.004
79	0.018
80	0.008
81	0.004
82	0.006
83	0.006
84	0.004
85	0
86	0.002
87	0.004
88	0
89	0.004
90	0.004
91	0.004
92	0.004
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0.004
