"x"	"y"
1	0.008
2	0.002
3	0.038
4	0.064
5	0.088
6	0.152
7	0.262
8	0.392
9	0.542
10	0.692
11	0.866
12	1.178
13	1.404
14	1.676
15	1.994
16	2.234
17	2.254
18	2.468
19	2.73
20	2.956
21	2.96
22	3.112
23	3.006
24	3.106
25	3.184
26	3.014
27	3.124
28	3.012
29	2.944
30	2.918
31	2.842
32	2.836
33	2.772
34	2.576
35	2.436
36	2.31
37	2.17
38	2.05
39	1.968
40	1.7
41	1.51
42	1.306
43	1.204
44	1.17
45	1.086
46	0.91
47	0.876
48	0.782
49	0.606
50	0.564
51	0.442
52	0.41
53	0.376
54	0.312
55	0.274
56	0.25
57	0.162
58	0.22
59	0.158
60	0.15
61	0.112
62	0.09
63	0.052
64	0.076
65	0.056
66	0.046
67	0.05
68	0.032
69	0.036
70	0.028
71	0.018
72	0.018
73	0.008
74	0.01
75	0.006
76	0.002
77	0.004
78	0.006
79	0.002
80	0.004
81	0.008
82	0.006
83	0.002
84	0.002
85	0
86	0.002
87	0
88	0.004
89	0.006
90	0.002
91	0
92	0
93	0.002
94	0.002
95	0
96	0
97	0
98	0
99	0
100	0.002
