"x"	"y"
1	0.06
2	0.188
3	0.418
4	0.716
5	1.078
6	1.39
7	1.764
8	2.212
9	2.438
10	2.536
11	2.802
12	2.958
13	2.968
14	3.13
15	3.026
16	3.168
17	3.08
18	3.086
19	3.208
20	3.152
21	3.062
22	3.006
23	2.826
24	2.796
25	2.762
26	2.538
27	2.282
28	2.352
29	2.174
30	1.984
31	1.938
32	1.784
33	1.676
34	1.418
35	1.314
36	1.2
37	1.08
38	1.066
39	0.968
40	0.81
41	0.818
42	0.688
43	0.616
44	0.504
45	0.518
46	0.386
47	0.402
48	0.32
49	0.278
50	0.29
51	0.242
52	0.198
53	0.178
54	0.186
55	0.14
56	0.13
57	0.142
58	0.098
59	0.084
60	0.07
61	0.078
62	0.052
63	0.052
64	0.04
65	0.038
66	0.034
67	0.03
68	0.036
69	0.026
70	0.02
71	0.026
72	0.014
73	0.012
74	0.008
75	0.014
76	0.014
77	0.01
78	0.006
79	0.002
80	0.004
81	0.006
82	0.002
83	0.004
84	0.002
85	0.004
86	0
87	0.008
88	0.004
89	0.002
90	0
91	0.002
92	0.002
93	0
94	0
95	0
96	0
97	0
98	0.004
99	0
100	0.004
