"x"	"y"
1	0.016
2	0.04
3	0.088
4	0.17
5	0.334
6	0.424
7	0.648
8	0.856
9	1.156
10	1.46
11	1.702
12	2.088
13	2.266
14	2.262
15	2.568
16	2.726
17	2.98
18	2.91
19	3.044
20	3.076
21	3.054
22	3.21
23	3.046
24	2.984
25	2.964
26	2.936
27	2.882
28	2.788
29	2.684
30	2.736
31	2.468
32	2.388
33	2.272
34	2.14
35	1.986
36	1.868
37	1.772
38	1.518
39	1.382
40	1.228
41	1.162
42	1.096
43	1.022
44	0.904
45	0.8
46	0.78
47	0.638
48	0.546
49	0.494
50	0.408
51	0.41
52	0.322
53	0.294
54	0.274
55	0.252
56	0.17
57	0.17
58	0.178
59	0.14
60	0.134
61	0.102
62	0.102
63	0.062
64	0.078
65	0.056
66	0.036
67	0.054
68	0.038
69	0.026
70	0.028
71	0.03
72	0.03
73	0.018
74	0.012
75	0.01
76	0.014
77	0.006
78	0.012
79	0.012
80	0.004
81	0.004
82	0.004
83	0.002
84	0.002
85	0.002
86	0.002
87	0.002
88	0
89	0.002
90	0.004
91	0.002
92	0.002
93	0
94	0
95	0
96	0
97	0.002
98	0
99	0
100	0.002
