"x"	"y"
0	0.0025
1	0.005
2	0.0025
3	0.0075
4	0.005
5	0.01
6	0
7	0.025
8	0.0275
9	0.0375
10	0.0375
11	0.0525
12	0.0875
13	0.0925
14	0.1175
15	0.1375
16	0.2425
17	0.2375
18	0.265
19	0.35
20	0.3775
21	0.5625
22	0.6425
23	0.75
24	0.8025
25	0.9775
26	1.1575
27	1.2325
28	1.5
29	1.57
30	1.6175
31	1.6875
32	2.0025
33	2.0075
34	2.08
35	2.155
36	2.25
37	2.225
38	2.3375
39	2.385
40	2.2875
41	2.2375
42	2.2525
43	2.2175
44	1.94
45	1.8775
46	1.9725
47	1.69
48	1.765
49	1.3975
50	1.3725
51	1.26
52	0.9975
53	0.9275
54	0.745
55	0.6775
56	0.655
57	0.5175
58	0.495
59	0.4075
60	0.365
61	0.3825
62	0.445
63	0.415
64	0.47
65	0.595
66	0.5725
67	0.67
68	0.81
69	0.9275
70	1.0675
71	1.08
72	1.135
73	1.3575
74	1.6125
75	1.5975
76	1.7375
77	1.9375
78	2.03
79	2.1575
80	2.17
81	2.325
82	2.3825
83	2.4
84	2.3475
85	2.3575
86	2.3375
87	2.08
88	2.1375
89	2.0625
90	1.9125
91	1.8275
92	1.6925
93	1.61
94	1.48
95	1.2175
96	1.1275
97	1.015
98	0.9375
99	0.7925
100	0.615
101	0.5525
102	0.4425
103	0.39
104	0.285
105	1.17824522797018
106	0.225
107	0.16
108	0.14
109	0.11
110	0.055
111	0.055
112	0.055
113	0.0275
114	0.015
115	0.0225
116	0.02
117	0
118	0.005
119	0.0075
120	0.0025
121	0.0025
122	0.0025
123	0.0025
124	0.005
