"x"	"y"
1	1.06709249242934
2	1.21923141671967
3	1.3658223431159
4	1.50331298013127
5	1.62837156070907
6	1.73796757987838
7	1.82944523202116
8	1.90058776816853
9	1.94967121377639
10	1.97550614525446
11	1.97746651289146
12	1.95550481171937
13	1.91015323268634
14	1.84251076624199
15	1.75421657084995
16	1.64741025178003
17	1.52468001273139
18	1.38899993671219
19	1.24365791602799
20	1.09217597782903
21	0.938224935941878
22	0.785535437200671
23	0.637807557864094
24	0.498621140839387
25	0.371349046483089
26	0.259075419144373
27	0.16452095007193
28	0.0899769477647161
29	0.0372498134188718
30	0.00761726697970963
31	0.00179738455899738
32	0.0199311975239917
33	0.0615792749289868
34	0.125732372106233
35	0.210835887372291
36	0.31482753419821
37	0.435187315945752
38	0.568998592147724
39	0.713018756532568
40	0.863757814075054
41	1.01756295294027
42	1.17070706191578
43	1.31947904831709
44	1.46027376772119
45	1.5896793862894
46	1.70456005865612
47	1.80213191787627
48	1.88003053599121
49	1.93636822046249
50	1.96977975802725
51	1.97945549747878
52	1.96516096968773
53	1.92724256941827
54	1.86661916125351
55	1.78475981304107
56	1.68364819643728
57	1.56573451722025
58	1.43387614022935
59	1.29126834774815
60	1.14136690924089
61	0.987804338785729
62	0.834301869511649
63	0.684579278134746
64	0.542264744787311
65	0.410806932477903
66	0.293391416733027
67	0.192863490554431
68	0.111659215335036
69	0.051746388554825
70	0.0145768587678086
71	0.00105134341588781
72	0.0114976020283864
73	0.0456624937291943
74	0.102718111519436
75	0.181281844685536
76	0.279449883166698
77	0.394843351981079
78	0.524665957749717
79	0.665771750388258
80	0.814741357918873
81	0.967964847028313
82	1.12172920143844
83	1.27230829825361
84	1.41605320191655
85	1.5494805877079
86	1.66935715205084
87	1.77277796413247
88	1.85723686017212
89	1.92068717449435
90	1.96159133573004
91	1.97895812629636
92	1.97236670225841
93	1.94197679150708
94	1.88852482312363
95	1.81330608172701
96	1.71814331925198
97	1.60534258477885
98	1.47763734277655
99	1.33812223392395
100	1.19017808366254
101	1.03738997572438
102	0.883460375933586
103	0.732119411524777
104	0.587034480151306
105	0.451721378999575
106	0.329459107589445
107	0.223210408817491
108	0.135549973746839
109	0.0686020499341617
110	0.0239889652114952
111	0.00279181432975403
112	0.00552426113206967
113	0.0321200911005827
114	0.0819348159118802
115	0.153761291118396
116	0.245858968497447
117	0.355996074204994
118	0.481503690644292
119	0.619340431500635
120	0.766166142692562
121	0.91842284326772
122	1.0724209448283
123	1.22442866015798
124	1.37076243443956
125	1.507876207672
