"x"	"y"
1	1.09994509511024
2	1.29630763315609
3	1.48073149175335
4	1.64578595673732
5	1.78482073589401
6	1.89223390921849
7	1.96369763868282
8	1.9963325433282
9	1.98882371384704
10	1.9414736922532
11	1.85619028201005
12	1.7364096797644
13	1.58695802582442
14	1.4138569517204
15	1.22408095962928
16	1.02527640921016
17	0.825453434292999
18	0.632663202559913
19	0.454673521910861
20	0.298655863820455
21	0.170896413984688
22	0.076542792460905
23	0.0193966483268301
24	0.00176048553127138
25	0.0243448915529451
26	0.0862399067640525
27	0.184951688069935
28	0.316502989591722
29	0.475593411874393
30	0.655812962939067
31	0.849900326484066
32	1.05003543122116
33	1.24815453328915
34	1.43627511660128
35	1.6068175204037
36	1.75291033518758
37	1.86866726209535
38	1.94942428073951
39	1.99192756958689
40	1.99446460731358
41	1.95693317286036
42	1.88084546407263
43	1.76926716897877
44	1.6266939446165
45	1.45887028026086
46	1.27255804332631
47	1.07526403357605
48	0.874937522888514
49	0.679649967158024
50	0.497269795217988
51	0.335145378029201
52	0.199808951780678
53	0.0967134242858269
54	0.0300126691394154
55	0.00239415991363678
56	0.0149706878127995
57	0.0672355256449137
58	0.157082844621078
59	0.280892561359164
60	0.433676196478633
61	0.609277867924686
62	0.800622320698961
63	0.9999999995065
64	1.19937767831404
65	1.39072213108831
66	1.56632380253437
67	1.71910743765384
68	1.84291715439192
69	1.93276447336809
70	1.9850293112002
71	1.99760583909936
72	1.96998732987358
73	1.90328657472717
74	1.80019104723232
75	1.6648546209838
76	1.50273020379501
77	1.32035003185498
78	1.12506247612449
79	0.924735965436949
80	0.727441955686688
81	0.541129718752141
82	0.3733060543965
83	0.230732830034227
84	0.119154534940368
85	0.0430668261526397
86	0.00553539169941666
87	0.00807242942610719
88	0.0505757182734868
89	0.131332736917653
90	0.247089663825417
91	0.393182478609303
92	0.563724882411715
93	0.751845465723852
94	0.949964567791841
95	1.15009967252893
96	1.34418703607393
97	1.52440658713861
98	1.68349700942128
99	1.81504831094306
100	1.91376009224895
101	1.97565510746006
102	1.99823951348173
103	1.98060335068617
104	1.9234572065521
105	1.82910358502831
106	1.70134413519255
107	1.54532647710214
108	1.36733679645309
109	1.17454656472
110	0.974723589802843
111	0.775919039383719
112	0.586143047292605
113	0.413041973188581
114	0.263590319248596
115	0.143809717002949
116	0.0585263067597953
117	0.0111762851659642
118	0.00366745568480256
119	0.0363023603301817
120	0.107766089794509
121	0.215179263118989
122	0.354214042275683
123	0.519268507259649
124	0.703692365856905
125	0.900054903902759
