"x"	"y"
1	1.05009871020229
2	1.15004112558377
3	1.24846837021474
4	1.34438648939746
5	1.43682686651041
6	1.52485600445695
7	1.60758495246409
8	1.68417828303591
9	1.75386252840927
10	1.81593399131715
11	1.86976585118377
12	1.91481449399043
13	1.95062500189083
14	1.97683574713964
15	1.9931820439431
16	1.99949882135406
17	1.99572229021935
18	1.98189058734629
19	1.95814339038308
20	1.92472050730227
21	1.88195945473124
22	1.83029204958453
23	1.77024004841703
24	1.70240987853343
25	1.62748651406113
26	1.54622655882834
27	1.45945060589894
28	1.36803495092043
29	1.27290274296655
30	1.17501466223675
31	1.0753592187524
32	0.974942770017237
33	0.874779358447305
34	0.775880471195831
35	0.679244825782067
36	0.585848284672633
37	0.496634000661617
38	0.412502892565052
39	0.334304547409701
40	0.262828640989231
41	0.198796963426167
42	0.142856130268434
43	0.0955710527265509
44	0.0574192329914197
45	0.0287859422407026
46	0.00996033002806311
47	0.00113250434409606
48	0.00239161183556872
49	0.013724937569631
50	0.0350180334339069
51	0.0660558738758368
52	0.106525027310186
53	0.156016821267048
54	0.214031469317497
55	0.279983118101688
56	0.353205763492629
57	0.432959976152031
58	0.518440368561076
59	0.60878372812128
60	0.70307773419438
61	0.800370171053353
62	0.8996785437088
63	0.9999999995065
64	1.1003214553042
65	1.19962982795965
66	1.29692226481862
67	1.39121627089172
68	1.48155963045192
69	1.56704002286097
70	1.64679423552037
71	1.72001688091131
72	1.7859685296955
73	1.84398317774595
74	1.89347497170281
75	1.93394412513716
76	1.96498196557909
77	1.98627506144337
78	1.99760838717743
79	1.9988674946689
80	1.99003966898494
81	1.9712140567723
82	1.94258076602158
83	1.90442894628645
84	1.85714386874457
85	1.80120303558683
86	1.73717135802377
87	1.6656954516033
88	1.58749710644795
89	1.50336599835138
90	1.41415171434037
91	1.32075517323093
92	1.22411952781717
93	1.1252206405657
94	1.02505722899576
95	0.924640780260598
96	0.824985336776247
97	0.727097256046448
98	0.631965048092575
99	0.540549393114064
100	0.453773440184665
101	0.372513484951871
102	0.297590120479569
103	0.229759950595966
104	0.16970794942847
105	0.118040544281764
106	0.0752794917107351
107	0.0418566086299226
108	0.0181094116667066
109	0.00427770879364799
110	0.000501177658942258
111	0.00681795506989888
112	0.0231642518733649
113	0.0493749971221715
114	0.0851855050225739
115	0.130234147829231
116	0.184066007695846
117	0.246137470603729
118	0.315821715977092
119	0.392415046548914
120	0.475143994556049
121	0.563173132502594
122	0.655613509615539
123	0.751531628798257
124	0.849958873429228
125	0.949901288810712
